age,monthly_income,monthly_expenses,existing_savings,employment_status,num_dependents,location_type,digital_savviness,has_bank_account,has_ewallet,savings_goal,risk_tolerance,investment_horizon,recommended_product
53,13822.63,9485.14,27581.89,Self-employed,0,Rural,2,0,0,Business Capital,Aggressive,Long-term,bpi_time_deposit
40,12908.19,9915.73,0.0,Self-employed,1,Rural,4,0,1,Education,Moderate,Long-term,maya_personal_goals
18,31394.85,25901.85,61180.3,Freelancer,1,Urban,5,0,1,Emergency Fund,Moderate,Medium-term,maya_time_deposit
23,7767.8,5546.39,4324.38,Self-employed,0,Urban,2,0,1,Emergency Fund,Aggressive,Medium-term,gcash_gsave
26,2697.31,1758.61,12257.86,Unemployed,0,Rural,1,0,0,General Savings,Moderate,Long-term,bpi_save_up
23,18055.44,13631.53,17374.41,Employed,0,Urban,5,1,1,Emergency Fund,Aggressive,Medium-term,gcash_ginvest
52,82544.83,66866.48,1801.96,Employed,2,Metro Manila,2,1,0,General Savings,Moderate,Long-term,bpi_time_deposit
24,17680.01,13521.59,3385.11,Employed,0,Rural,2,1,1,Education,Moderate,Long-term,maya_personal_goals
22,16562.05,13296.59,8168.09,Freelancer,0,Urban,5,1,1,Education,Aggressive,Long-term,gcash_ginvest
25,14208.78,13546.35,6777.28,Employed,3,Rural,5,1,1,General Savings,Aggressive,Long-term,gcash_ginvest
24,1039.68,879.41,11531.24,Student,0,Rural,5,0,1,General Savings,Conservative,Medium-term,maya_savings
24,1919.23,1593.21,0.0,Unemployed,0,Rural,4,0,1,Retirement,Moderate,Long-term,maya_savings
30,35853.13,30539.17,6648.28,Employed,2,Urban,1,1,0,Home/Property,Moderate,Medium-term,bpi_save_up
25,12512.8,12000.72,6171.13,Employed,4,Urban,3,1,1,Home/Property,Aggressive,Short-term,bpi_save_up
30,10203.87,6087.07,75637.03,Self-employed,0,Urban,4,1,1,Home/Property,Moderate,Medium-term,maya_personal_goals
33,28875.21,21969.44,51750.74,Self-employed,1,Urban,3,0,0,Travel,Moderate,Short-term,maya_personal_goals
20,4561.47,3062.1,13662.18,Student,0,Urban,1,0,0,General Savings,Conservative,Long-term,gcash_gsave
38,21785.11,13825.72,122264.43,Employed,1,Urban,4,1,1,General Savings,Moderate,Medium-term,maya_personal_goals
26,20638.4,14245.96,151923.55,Employed,3,Urban,4,1,1,General Savings,Conservative,Short-term,maya_savings
27,10978.53,7962.5,0.0,Employed,1,Urban,4,0,1,Emergency Fund,Conservative,Medium-term,gcash_gsave
23,23992.32,20668.94,748.21,Freelancer,1,Rural,4,0,0,Emergency Fund,Conservative,Short-term,gcash_gsave
62,1399.82,1169.08,3012.39,Unemployed,2,Urban,1,0,1,Emergency Fund,Conservative,Short-term,bpi_savings
23,32130.41,23714.67,91590.75,Employed,0,Metro Manila,4,1,1,General Savings,Aggressive,Medium-term,gcash_ginvest
25,18425.09,14661.26,19826.92,Employed,0,Rural,5,0,0,Emergency Fund,Conservative,Short-term,gcash_gsave
25,6312.96,4114.36,2545.88,Unemployed,1,Rural,2,0,0,Emergency Fund,Moderate,Short-term,maya_savings
20,2590.75,2026.06,1408.95,Student,0,Urban,5,1,1,General Savings,Conservative,Medium-term,gcash_gsave
45,40667.46,28827.18,79941.66,Freelancer,1,Metro Manila,2,1,0,Emergency Fund,Moderate,Short-term,bpi_savings
27,11763.16,8244.72,4208.85,Employed,1,Urban,4,1,0,Emergency Fund,Moderate,Short-term,bpi_savings
26,4247.76,3687.49,5805.41,Self-employed,3,Rural,4,0,1,Business Capital,Conservative,Medium-term,gcash_gsave
53,35067.2,30122.35,0.0,Self-employed,1,Rural,2,1,1,Retirement,Conservative,Long-term,bpi_time_deposit
45,755.32,684.44,2159.03,Unemployed,4,Rural,3,0,0,Business Capital,Conservative,Medium-term,maya_savings
50,34348.2,27640.01,0.0,Employed,1,Urban,3,0,1,Retirement,Moderate,Medium-term,bpi_save_up
24,31917.64,25236.93,1512.08,Employed,1,Urban,5,1,1,Education,Conservative,Long-term,maya_savings
36,66092.47,64698.57,13898.57,Employed,5,Metro Manila,5,1,1,Emergency Fund,Conservative,Short-term,gcash_gsave
31,1322.15,940.99,7474.58,Unemployed,1,Rural,5,0,1,Business Capital,Moderate,Long-term,maya_personal_goals
51,883.91,788.77,0.0,Unemployed,3,Rural,5,0,1,General Savings,Conservative,Short-term,gcash_gsave
18,2367.54,1579.08,1233.43,Unemployed,0,Rural,4,0,1,Emergency Fund,Moderate,Medium-term,gcash_gsave
29,9657.43,7053.81,29176.79,Unemployed,3,Urban,4,0,1,General Savings,Conservative,Short-term,maya_savings
31,25134.19,16167.11,69402.61,Employed,2,Metro Manila,3,0,1,Emergency Fund,Aggressive,Short-term,maya_savings
38,23924.28,19755.83,33836.48,Employed,2,Urban,3,0,0,Travel,Moderate,Short-term,maya_personal_goals
24,10095.28,8119.02,20837.11,Employed,0,Rural,2,0,1,Emergency Fund,Conservative,Short-term,gcash_gsave
31,24953.1,15140.81,233846.01,Employed,0,Rural,4,1,1,Business Capital,Conservative,Long-term,bpi_time_deposit
28,45977.54,36634.7,8922.97,Freelancer,2,Urban,4,0,1,Travel,Moderate,Short-term,maya_personal_goals
23,2071.49,1772.92,3251.58,Student,2,Urban,3,1,0,General Savings,Aggressive,Short-term,maya_savings
40,16901.62,14342.0,17413.37,Employed,3,Urban,4,1,1,Travel,Conservative,Long-term,gcash_gsave
26,124505.52,91683.99,70946.19,Self-employed,1,Urban,4,0,1,Travel,Conservative,Short-term,gcash_gsave
21,1366.7,811.4,0.0,Unemployed,1,Rural,2,1,1,Home/Property,Moderate,Medium-term,bpi_save_up
32,31206.69,25137.39,2119.63,Employed,2,Urban,2,1,0,General Savings,Conservative,Short-term,gcash_gsave
22,9286.42,5178.31,70043.1,Employed,0,Rural,2,0,1,Emergency Fund,Moderate,Long-term,bpi_time_deposit
23,16275.47,11567.74,53589.55,Self-employed,0,Rural,3,1,1,Travel,Moderate,Short-term,gcash_gsave
48,42423.24,29248.46,70894.83,Employed,1,Rural,4,1,1,General Savings,Moderate,Long-term,maya_time_deposit
33,29850.75,23895.01,21671.88,Self-employed,3,Urban,4,1,1,Retirement,Moderate,Medium-term,maya_personal_goals
31,55810.44,42616.56,18282.36,Self-employed,3,Rural,2,1,0,Emergency Fund,Aggressive,Short-term,bpi_savings
33,23355.06,19774.39,33391.98,Employed,1,Urban,3,1,0,Emergency Fund,Moderate,Medium-term,bpi_save_up
48,3743.75,2292.27,5466.71,Unemployed,2,Urban,3,0,0,General Savings,Conservative,Short-term,gcash_gsave
31,28455.38,24265.63,18007.18,Self-employed,2,Urban,5,1,0,Emergency Fund,Moderate,Short-term,gcash_gsave
28,34697.47,25051.48,112838.42,Employed,3,Urban,4,1,0,Emergency Fund,Moderate,Long-term,gcash_ginvest
21,2772.1,2464.83,10522.15,Unemployed,1,Urban,4,0,1,Emergency Fund,Conservative,Long-term,maya_personal_goals
21,6893.56,4367.82,13192.48,Self-employed,0,Urban,5,1,1,Emergency Fund,Moderate,Short-term,maya_savings
24,15344.8,12113.44,1709.67,Employed,0,Rural,5,0,0,Emergency Fund,Moderate,Short-term,gcash_gsave
40,22848.89,18499.12,9414.0,Freelancer,3,Urban,4,0,1,Business Capital,Moderate,Medium-term,maya_personal_goals
55,16827.71,13248.06,28299.62,Employed,0,Rural,2,1,0,Retirement,Conservative,Long-term,bpi_time_deposit
18,2667.98,2316.64,0.0,Student,1,Rural,4,1,0,Travel,Moderate,Short-term,gcash_gsave
20,11007.93,8530.44,854.82,Freelancer,0,Metro Manila,3,0,1,General Savings,Conservative,Short-term,maya_savings
49,14879.29,10775.57,15470.25,Employed,4,Rural,3,0,0,Business Capital,Conservative,Long-term,gcash_gsave
29,7436.88,6667.89,12110.29,Employed,1,Urban,4,1,1,Home/Property,Aggressive,Medium-term,gcash_ginvest
30,83844.74,71280.8,32102.58,Employed,3,Metro Manila,4,1,1,Business Capital,Moderate,Long-term,gcash_ginvest
40,39918.72,34046.45,15020.28,Freelancer,2,Urban,2,1,0,Retirement,Moderate,Long-term,gcash_ginvest
22,2476.13,1954.08,0.0,Student,0,Rural,4,0,1,General Savings,Conservative,Short-term,gcash_gsave
48,3447.94,2706.82,5791.87,Unemployed,3,Metro Manila,4,0,1,Business Capital,Conservative,Medium-term,gcash_gsave
57,270.48,159.14,0.0,Unemployed,0,Rural,3,0,1,Emergency Fund,Moderate,Short-term,gcash_gsave
32,19104.46,16954.57,23368.16,Employed,3,Urban,4,0,1,Education,Moderate,Short-term,maya_personal_goals
27,5363.89,4503.18,2298.8,Student,2,Rural,4,0,1,Home/Property,Aggressive,Medium-term,gcash_gsave
25,56060.71,45691.79,23918.51,Employed,2,Metro Manila,5,1,1,Education,Aggressive,Medium-term,gcash_ginvest
54,30873.48,26277.31,11398.2,Freelancer,3,Rural,2,0,0,Emergency Fund,Conservative,Short-term,gcash_gsave
34,2553.96,2239.35,3843.51,Unemployed,3,Rural,4,0,0,General Savings,Moderate,Long-term,maya_savings
56,49323.16,45988.64,9373.7,Self-employed,2,Rural,3,0,0,Education,Conservative,Long-term,gcash_gsave
35,17043.15,14515.56,16826.88,Self-employed,5,Rural,3,0,1,Education,Conservative,Long-term,bpi_save_up
44,45849.16,35088.15,31128.49,Self-employed,0,Rural,5,1,1,Business Capital,Moderate,Short-term,maya_time_deposit
34,28877.33,23814.21,19639.0,Employed,0,Metro Manila,3,1,0,Education,Conservative,Medium-term,bpi_save_up
28,17700.9,15218.04,3232.2,Employed,2,Urban,2,0,1,General Savings,Moderate,Medium-term,bpi_save_up
52,16757.16,11169.65,10658.68,Self-employed,1,Urban,2,0,1,Retirement,Conservative,Long-term,bpi_time_deposit
33,16150.29,12361.0,2475.88,Employed,1,Urban,2,0,1,Business Capital,Moderate,Medium-term,bpi_save_up
24,26763.66,19325.52,23471.84,Employed,0,Urban,4,0,1,General Savings,Aggressive,Medium-term,maya_personal_goals
27,18969.14,16300.82,31504.83,Employed,1,Urban,3,1,0,Retirement,Moderate,Long-term,bpi_time_deposit
34,11742.71,11354.89,1959.91,Self-employed,3,Urban,3,1,1,Business Capital,Conservative,Medium-term,maya_savings
35,35351.45,29722.61,161733.44,Self-employed,3,Rural,4,0,0,Home/Property,Moderate,Long-term,gcash_ginvest
23,23862.59,21517.28,48373.0,Freelancer,2,Metro Manila,3,1,0,Travel,Aggressive,Medium-term,bpi_save_up
31,32368.15,27086.61,27700.91,Self-employed,2,Rural,4,1,0,Travel,Conservative,Medium-term,bpi_save_up
22,4974.74,3496.68,7722.89,Student,0,Urban,2,0,1,Emergency Fund,Moderate,Short-term,maya_savings
18,1801.33,1607.94,840.85,Student,0,Rural,5,1,1,General Savings,Moderate,Short-term,gcash_gsave
36,22623.66,21556.88,0.0,Self-employed,2,Rural,5,0,0,Education,Moderate,Long-term,bpi_save_up
29,29275.54,20610.9,20002.92,Employed,3,Urban,4,0,0,Emergency Fund,Aggressive,Short-term,gcash_gsave
24,1107.3,718.98,10422.79,Unemployed,0,Urban,5,0,1,General Savings,Conservative,Long-term,maya_savings
29,1363.73,1158.7,0.0,Unemployed,1,Urban,4,0,1,Education,Moderate,Medium-term,maya_personal_goals
24,10236.24,8857.25,3065.59,Freelancer,2,Urban,4,0,1,Travel,Conservative,Short-term,gcash_gsave
20,8032.7,5640.4,40504.03,Unemployed,0,Rural,3,0,1,Retirement,Aggressive,Long-term,gcash_ginvest
52,17303.55,11916.22,15604.12,Self-employed,0,Rural,3,1,1,Retirement,Aggressive,Long-term,bpi_time_deposit
24,45381.59,34665.18,153781.31,Employed,0,Metro Manila,4,1,1,Emergency Fund,Conservative,Short-term,gcash_gsave
47,29591.3,26165.33,3713.25,Freelancer,4,Metro Manila,5,0,1,Business Capital,Conservative,Medium-term,gcash_gsave
55,45000.22,40066.44,28970.31,Freelancer,3,Urban,5,0,1,Travel,Aggressive,Short-term,gcash_ginvest
59,10375.0,7988.64,17715.58,Unemployed,1,Metro Manila,2,0,1,Education,Aggressive,Short-term,gcash_gsave
50,37191.37,29187.0,17597.2,Freelancer,1,Rural,2,0,1,Emergency Fund,Aggressive,Short-term,bpi_save_up
32,4500.48,3807.17,9259.72,Unemployed,3,Urban,4,0,1,Travel,Aggressive,Short-term,gcash_gsave
45,76657.05,59483.41,54939.46,Employed,4,Urban,4,1,1,Retirement,Conservative,Long-term,bpi_time_deposit
28,35135.67,33269.75,8061.11,Freelancer,3,Metro Manila,5,1,1,Business Capital,Aggressive,Long-term,gcash_ginvest
18,9068.78,6769.45,59882.33,Student,0,Urban,4,0,1,Emergency Fund,Aggressive,Short-term,gcash_gsave
36,6901.79,6622.4,0.0,Self-employed,5,Rural,4,0,1,Business Capital,Conservative,Medium-term,gcash_gsave
23,22911.85,19305.23,0.0,Employed,0,Urban,4,1,1,General Savings,Aggressive,Short-term,gcash_gsave
28,17779.47,10523.25,28040.62,Freelancer,0,Rural,5,1,1,Travel,Moderate,Long-term,maya_personal_goals
51,1489.12,1176.3,1102.49,Unemployed,2,Rural,1,0,0,General Savings,Conservative,Medium-term,gcash_gsave
30,36744.12,30880.9,26811.8,Employed,2,Urban,1,1,1,Business Capital,Moderate,Medium-term,maya_time_deposit
27,16615.01,14796.65,10392.91,Employed,3,Metro Manila,4,0,1,General Savings,Moderate,Short-term,maya_personal_goals
20,1892.67,1629.08,686.78,Student,0,Rural,2,0,1,Emergency Fund,Aggressive,Medium-term,gcash_gsave
19,318.22,270.18,0.0,Unemployed,1,Rural,4,0,1,Emergency Fund,Aggressive,Short-term,gcash_gsave
26,49126.52,44099.58,1961.15,Self-employed,1,Rural,1,1,1,Travel,Aggressive,Medium-term,gcash_ginvest
32,31173.65,27107.43,42532.89,Employed,2,Metro Manila,4,1,0,Education,Conservative,Medium-term,bpi_save_up
49,77564.36,48902.07,181712.26,Employed,0,Rural,2,0,1,Travel,Moderate,Medium-term,maya_time_deposit
21,5752.0,4041.86,541.58,Student,0,Urban,3,0,1,Retirement,Moderate,Long-term,gcash_ginvest
65,28150.48,25010.94,11771.53,Employed,2,Rural,2,1,0,Retirement,Moderate,Medium-term,bpi_save_up
57,13135.55,9594.38,54109.01,Self-employed,1,Rural,3,0,0,Retirement,Moderate,Short-term,gcash_gsave
45,2000.34,1640.81,6120.94,Unemployed,1,Urban,4,1,1,Retirement,Conservative,Medium-term,gcash_gsave
48,4786.41,3817.53,2608.33,Unemployed,3,Rural,2,0,1,Education,Conservative,Medium-term,gcash_gsave
42,34494.27,25387.34,2408.84,Employed,4,Urban,3,0,0,Retirement,Moderate,Long-term,gcash_ginvest
38,1001.88,873.2,3643.27,Unemployed,2,Rural,5,0,0,Travel,Moderate,Short-term,maya_savings
22,1803.35,1475.89,1398.53,Student,0,Urban,4,0,1,Education,Moderate,Medium-term,maya_personal_goals
27,11609.71,10131.36,7968.33,Employed,1,Rural,4,0,1,Emergency Fund,Aggressive,Short-term,gcash_gsave
29,86993.35,82517.8,38935.31,Employed,3,Metro Manila,5,1,1,Emergency Fund,Aggressive,Short-term,gcash_ginvest
26,56703.32,42143.55,56185.96,Employed,1,Rural,2,1,0,Travel,Moderate,Medium-term,bpi_save_up
24,17415.51,10663.14,0.0,Freelancer,0,Urban,5,1,1,Travel,Aggressive,Short-term,gcash_gsave
59,35551.38,31422.24,24950.51,Employed,3,Urban,2,1,0,Emergency Fund,Conservative,Medium-term,bpi_savings
28,23243.51,18803.28,44494.02,Employed,2,Urban,5,1,1,Home/Property,Moderate,Medium-term,maya_personal_goals
50,3290.32,2832.1,761.52,Student,0,Rural,1,0,0,Education,Aggressive,Medium-term,gcash_gsave
53,88716.88,77365.76,81984.79,Self-employed,4,Urban,5,1,0,Home/Property,Conservative,Medium-term,bpi_time_deposit
22,9824.32,6968.92,6140.11,Student,0,Urban,5,0,1,General Savings,Conservative,Short-term,gcash_gsave
54,18019.66,15726.72,24803.31,Freelancer,2,Urban,2,0,0,Retirement,Conservative,Medium-term,bpi_time_deposit
28,17989.25,12340.77,31625.57,Employed,1,Rural,5,0,0,Education,Aggressive,Long-term,gcash_ginvest
26,21376.34,17084.99,13310.06,Freelancer,3,Metro Manila,5,1,1,Home/Property,Moderate,Medium-term,maya_personal_goals
26,22288.4,16295.56,37899.44,Employed,1,Urban,3,1,1,Business Capital,Moderate,Medium-term,maya_time_deposit
28,55505.85,37961.98,108714.15,Self-employed,1,Urban,5,1,1,Travel,Moderate,Short-term,maya_personal_goals
25,9659.86,7543.68,13934.33,Self-employed,0,Urban,4,1,1,Emergency Fund,Moderate,Medium-term,maya_savings
34,34723.64,27130.11,5000.04,Employed,2,Urban,1,1,0,Business Capital,Moderate,Medium-term,bpi_save_up
21,4136.45,2709.02,6758.27,Unemployed,0,Urban,3,1,1,Travel,Aggressive,Short-term,gcash_gsave
42,19418.36,15905.39,96568.3,Self-employed,3,Rural,4,0,1,Retirement,Conservative,Long-term,bpi_time_deposit
29,29304.11,23109.3,26203.26,Employed,1,Rural,5,0,1,Travel,Conservative,Short-term,gcash_gsave
27,3713.76,2791.65,4586.81,Unemployed,2,Urban,5,0,0,Emergency Fund,Conservative,Short-term,gcash_gsave
25,64322.73,49284.33,212448.05,Employed,2,Metro Manila,4,1,1,General Savings,Moderate,Long-term,bpi_time_deposit
26,5684.92,4150.5,6867.2,Self-employed,1,Rural,5,0,0,Home/Property,Moderate,Medium-term,maya_personal_goals
44,24645.0,24045.35,11522.31,Self-employed,4,Urban,3,0,0,Business Capital,Moderate,Medium-term,bpi_save_up
36,2761.69,2225.82,3584.56,Unemployed,2,Rural,2,0,0,Education,Aggressive,Long-term,gcash_ginvest
23,5060.21,4050.08,12893.09,Employed,1,Urban,4,0,1,Home/Property,Moderate,Medium-term,maya_personal_goals
22,8026.88,6059.3,6251.59,Freelancer,0,Urban,5,1,1,Travel,Moderate,Short-term,gcash_gsave
49,19169.21,17470.11,10286.29,Self-employed,3,Urban,3,1,0,Business Capital,Conservative,Medium-term,bpi_save_up
49,42172.53,38325.95,14230.46,Employed,5,Rural,2,1,0,Emergency Fund,Moderate,Medium-term,bpi_save_up
20,3441.18,3011.24,6507.19,Student,2,Metro Manila,4,0,1,General Savings,Moderate,Long-term,maya_savings
22,2557.51,1521.34,1484.27,Student,0,Urban,4,1,0,Travel,Aggressive,Medium-term,maya_savings
42,53801.06,48483.89,8317.3,Employed,2,Urban,1,1,1,Home/Property,Aggressive,Medium-term,bpi_save_up
26,8349.81,6834.03,38508.38,Employed,0,Rural,3,0,0,General Savings,Aggressive,Medium-term,gcash_gsave
32,4328.86,3651.08,18120.41,Freelancer,3,Rural,1,0,0,Home/Property,Moderate,Long-term,bpi_save_up
26,17709.25,12371.1,69052.89,Freelancer,2,Urban,3,0,1,General Savings,Moderate,Medium-term,bpi_save_up
24,9333.94,6239.22,10632.48,Employed,0,Urban,5,1,1,Home/Property,Aggressive,Long-term,gcash_ginvest
29,6150.82,5279.94,5239.1,Self-employed,0,Rural,3,1,1,Emergency Fund,Moderate,Short-term,maya_savings
26,36631.29,25301.04,44759.78,Employed,3,Urban,4,1,1,Emergency Fund,Aggressive,Short-term,maya_savings
22,5965.9,5089.08,351.53,Student,0,Urban,5,1,1,Education,Aggressive,Medium-term,gcash_ginvest
54,57116.35,47914.09,74735.19,Employed,1,Urban,3,1,0,Home/Property,Moderate,Medium-term,bpi_save_up
31,35855.75,25716.23,112537.31,Self-employed,1,Rural,1,0,1,Emergency Fund,Moderate,Short-term,gcash_gsave
31,73428.25,67386.65,69779.07,Self-employed,1,Metro Manila,3,1,1,General Savings,Conservative,Short-term,bpi_time_deposit
40,532.82,437.31,0.0,Unemployed,3,Rural,3,0,0,Education,Conservative,Long-term,maya_personal_goals
34,34445.97,32983.43,15124.81,Employed,3,Urban,3,1,0,Home/Property,Moderate,Medium-term,bpi_save_up
27,20377.67,17385.19,14537.73,Freelancer,3,Metro Manila,4,1,1,Emergency Fund,Conservative,Long-term,maya_savings
41,12711.76,9179.64,15215.81,Self-employed,2,Rural,3,0,0,Education,Aggressive,Medium-term,bpi_save_up
25,5166.8,4169.9,779.47,Unemployed,3,Urban,3,0,1,Education,Conservative,Medium-term,maya_personal_goals
30,14734.63,10494.23,55902.65,Employed,1,Metro Manila,4,0,0,Business Capital,Moderate,Medium-term,maya_time_deposit
28,7811.83,6568.57,6740.2,Employed,1,Rural,2,1,0,Emergency Fund,Aggressive,Short-term,gcash_gsave
31,3735.15,3145.89,3707.01,Unemployed,4,Rural,3,0,0,Emergency Fund,Moderate,Medium-term,maya_savings
29,23928.9,17468.8,21230.97,Employed,1,Rural,5,0,1,General Savings,Aggressive,Short-term,gcash_gsave
20,14053.69,8560.94,88693.46,Employed,0,Rural,4,1,1,Retirement,Moderate,Long-term,gcash_ginvest
22,8453.34,7947.01,6811.44,Employed,2,Rural,4,0,1,Home/Property,Moderate,Medium-term,maya_personal_goals
36,56875.61,49744.47,15887.46,Freelancer,1,Metro Manila,5,1,1,Business Capital,Aggressive,Medium-term,gcash_ginvest
35,50234.48,41464.99,64565.63,Employed,4,Urban,4,0,1,General Savings,Moderate,Long-term,maya_time_deposit
41,3131.58,2804.66,5294.6,Unemployed,5,Rural,2,1,0,General Savings,Conservative,Short-term,bpi_savings
18,2137.02,1502.27,511.12,Student,0,Urban,5,0,1,Education,Aggressive,Medium-term,gcash_ginvest
50,21222.07,16285.33,21952.69,Employed,0,Rural,1,0,0,Home/Property,Moderate,Long-term,bpi_save_up
47,41525.85,25518.96,62478.86,Self-employed,2,Rural,2,1,0,Business Capital,Conservative,Medium-term,bpi_time_deposit
48,74757.82,61467.92,8244.09,Employed,1,Urban,4,1,1,Business Capital,Moderate,Long-term,gcash_ginvest
30,13128.49,10822.9,19554.74,Self-employed,1,Rural,5,1,0,Home/Property,Moderate,Medium-term,bpi_save_up
28,20319.51,17219.72,32213.03,Self-employed,2,Urban,4,1,1,Emergency Fund,Moderate,Short-term,gcash_gsave
55,25932.37,20855.07,27917.73,Self-employed,1,Urban,3,1,0,Business Capital,Conservative,Medium-term,bpi_save_up
20,15058.84,11190.45,2139.94,Employed,0,Rural,1,0,0,Emergency Fund,Moderate,Short-term,gcash_gsave
24,11278.86,7239.32,11855.37,Self-employed,0,Urban,4,1,1,Education,Moderate,Short-term,gcash_gsave
42,5037.43,4235.37,0.0,Freelancer,3,Urban,3,1,1,Emergency Fund,Moderate,Medium-term,gcash_gsave
43,58502.42,56459.93,4644.92,Freelancer,4,Urban,4,1,1,Education,Conservative,Short-term,maya_savings
23,6439.34,5402.2,11168.83,Student,0,Rural,2,0,0,General Savings,Moderate,Short-term,gcash_gsave
36,17945.84,12817.61,11800.83,Employed,4,Rural,1,0,1,Emergency Fund,Moderate,Short-term,gcash_gsave
24,670.95,545.63,0.0,Unemployed,0,Rural,4,0,0,Emergency Fund,Conservative,Medium-term,maya_savings
37,22760.07,17291.11,7713.24,Employed,2,Rural,3,1,0,Emergency Fund,Conservative,Short-term,bpi_savings
24,17527.29,12401.04,101459.4,Employed,0,Urban,3,1,0,Education,Aggressive,Long-term,gcash_ginvest
20,4318.21,3303.65,0.0,Student,0,Rural,3,0,1,Travel,Moderate,Medium-term,gcash_gsave
24,1645.37,1248.38,61.97,Unemployed,0,Rural,5,0,1,Home/Property,Moderate,Medium-term,maya_personal_goals
